Magazyn;Indeks;Jednostka miary;Stan;Stan minimalny;Wartoœæ;Nazwa;EAN-13;Symbol SWW PKWiU;Jednostka miary;
1;2197;szt;3;0;30;Œn Supermal emal.olej.br¹z-czek.0,8l;;;szt;"insert into stany_mag (1,2197,'szt',3,0,30,'Œn Supermal emal.olej.br¹z-czek.0,8l','szt');"
1;2198;szt;11;0;110,52;Œn Supermal emal.olej.Br¹zowa 0,8l;;24.30.12-25.31;szt;"insert into stany_mag (1,2198,'szt',11,0,110,52,'Œn Supermal emal.olej.Br¹zowa 0,8l','szt');"
1;2199;szt;0;0;0;Œn Supermal emal.olej.br¹zowa 5l;;24.30.12-25.31;szt;"insert into stany_mag (1,2199,'szt',0,0,0,'Œn Supermal emal.olej.br¹zowa 5l','szt');"
1;22;M3;0;0,3;0;P³yty FS-15#40;;25.21.41-20.00;M3;"insert into stany_mag (1,22,'M3',0,0,3,0,'P³yty FS-15#40','M3');"
1;220;szt;0;0;0;Gips tynkarski maszynowy MP75/30kg;;26.64.10;szt;"insert into stany_mag (1,220,'szt',0,0,0,'Gips tynkarski maszynowy MP75/30kg','szt');"
1;2200;szt;1;0;8,52;Œn Supermal emal.olej.czarna 0,9l;;;szt;"insert into stany_mag (1,2200,'szt',1,0,8,52,'Œn Supermal emal.olej.czarna 0,9l','szt');"
1;2201;szt;0;0;0;Œn Supermal emal.olej.czarna mat 0,9l;;;szt;"insert into stany_mag (1,2201,'szt',0,0,0,'Œn Supermal emal.olej.czarna mat 0,9l','szt');"
1;2202;szt;0;0;0;Œn Supermal emal.olej. koœæ s³ 0,9l;;24.30.12-25.31;szt;"insert into stany_mag (1,2202,'szt',0,0,0,'Œn Supermal emal.olej. koœæ s³ 0,9l','szt');"
1;2203;szt;10;0;112,28;Œn Supermal emal.olej.kremowa 0,8l;;;szt;"insert into stany_mag (1,2203,'szt',10,0,112,28,'Œn Supermal emal.olej.kremowa 0,8l','szt');"
1;2204;szt;4;0;33,28;Œn Supermal emal.olej.mahoniowa 0,9l;;24.30.12-25.31;szt;"insert into stany_mag (1,2204,'szt',4,0,33,28,'Œn Supermal emal.olej.mahoniowa 0,9l','szt');"
1;2205;szt;2;0;22,26;Œn Supermal emal.olej.nieb.c. 0,9l;;24.30.12-25.31;szt;"insert into stany_mag (1,2205,'szt',2,0,22,26,'Œn Supermal emal.olej.nieb.c. 0,9l','szt');"
1;2206;szt;0;0;0;Œn Supermal emal.olej.niebieska 0,9l;;;szt;"insert into stany_mag (1,2206,'szt',0,0,0,'Œn Supermal emal.olej.niebieska 0,9l','szt');"
1;2207;szt;6;0;59,38;Œn Supermal emal.olej.orzech j.0,8 l;;;szt;"insert into stany_mag (1,2207,'szt',6,0,59,38,'Œn Supermal emal.olej.orzech j.0,8 l','szt');"
1;2208;szt;8;0;80;Œn Supermal emal.olej.orzech œr. 0,8l;;24.30.12-25.31;szt;"insert into stany_mag (1,2208,'szt',8,0,80,'Œn Supermal emal.olej.orzech œr. 0,8l','szt');"
1;2209;szt;1;0;13,5;Œn Supermal emal.olej.pomarañcz 0,9l;;;szt;"insert into stany_mag (1,2209,'szt',1,0,13,5,'Œn Supermal emal.olej.pomarañcz 0,9l','szt');"
1;221;szt;48;0;340,8;Zaprawa cementowa 25 kg;;26.64.10-00.11;szt;"insert into stany_mag (1,221,'szt',48,0,340,8,'Zaprawa cementowa 25 kg','szt');"
1;2210;szt;2;0;20,56;Œn Supermal emal.olej. seledyn 0,9l;;;szt;"insert into stany_mag (1,2210,'szt',2,0,20,56,'Œn Supermal emal.olej. seledyn 0,9l','szt');"
1;2211;szt;0;0;0;Œn Na Dach Grafit 0,75l;;24.30.12-25.31;szt;"insert into stany_mag (1,2211,'szt',0,0,0,'Œn Na Dach Grafit 0,75l','szt');"
1;2212;szt;1;0;11,53;Œn Supermal emul.olej.ziel.miêta 0,9l;;24.30.12-25.31;szt;"insert into stany_mag (1,2212,'szt',1,0,11,53,'Œn Supermal emul.olej.ziel.miêta 0,9l','szt');"
1;2213;szt;1;0;11,13;Œn Supermal emal.olej.zielona 0,9l;;24.30.12-25.31;szt;"insert into stany_mag (1,2213,'szt',1,0,11,13,'Œn Supermal emal.olej.zielona 0,9l','szt');"
1;2214;szt;8;0;111,04;Œn Œnie¿ka max em.œn,bia³a po³ 0,75l;;;szt;"insert into stany_mag (1,2214,'szt',8,0,111,04,'Œn Œnie¿ka max em.œn,bia³a po³ 0,75l','szt');"
1;2215;szt;0;0;0;Œn Supermal emal.olej.10l;;24.30.12-25.31;szt;"insert into stany_mag (1,2215,'szt',0,0,0,'Œn Supermal emal.olej.10l','szt');"
1;2216;szt;125;0;612,5;Zaprawa posadzkowa 25 kg;;;szt;"insert into stany_mag (1,2216,'szt',125,0,612,5,'Zaprawa posadzkowa 25 kg','szt');"
1;2217;szt;50;0;445;Klej do bet. kom. 25 kg;;26.64.1-00.90;szt;"insert into stany_mag (1,2217,'szt',50,0,445,'Klej do bet. kom. 25 kg','szt');"
1;2218;szt;126;0;1490,4;Klej do siatki 25 kg;;;szt;"insert into stany_mag (1,2218,'szt',126,0,1490,4,'Klej do siatki 25 kg','szt');"
1;2219;m2;340,5;0;1162,22;We³na mineralna Schwenk 037 p³yta 50;;;m2;"insert into stany_mag (1,2219,'m2',340,5,0,1162,22,'We³na mineralna Schwenk 037 p³yta 50','m2');"
1;222;szt;0;0;0;STYRO-PLUS  klej do styropianu;;26.64.10-00.21;szt;"insert into stany_mag (1,222,'szt',0,0,0,'STYRO-PLUS  klej do styropianu','szt');"
1;2220;m2;0;0;0;We³na mineralna Schwenk 042 mata 100;;;m2;"insert into stany_mag (1,2220,'m2',0,0,0,'We³na mineralna Schwenk 042 mata 100','m2');"
1;2221;m2;237,6;0;1820,02;We³na mineralna Schwenk 042 mata 150;;;m2;"insert into stany_mag (1,2221,'m2',237,6,0,1820,02,'We³na mineralna Schwenk 042 mata 150','m2');"
1;2222;m2;0;0;0;Vox Panel pod³.D¹b kanion AC4;;;m2;"insert into stany_mag (1,2222,'m2',0,0,0,'Vox Panel pod³.D¹b kanion AC4','m2');"
1;2223;m2;0;0;0;Vox Podk³ad pod panel 5mm;;;m2;"insert into stany_mag (1,2223,'m2',0,0,0,'Vox Podk³ad pod panel 5mm','m2');"
1;2224;szt;163;0;423,78;Listwa   7/2,5m;;25.23.15-50.99;szt;"insert into stany_mag (1,2224,'szt',163,0,423,78,'Listwa   7/2,5m','szt');"
1;2225;szt;175;0;517,05;Listwa   9/2,5m;;25.23.15-50.99;szt;"insert into stany_mag (1,2225,'szt',175,0,517,05,'Listwa   9/2,5m','szt');"
1;2226;szt;0;0;0;Listwa Promocja;;25.23.15-50.99;szt;"insert into stany_mag (1,2226,'szt',0,0,0,'Listwa Promocja','szt');"
1;2227;szt;0;0;0;Listwa  8/2,5m EXELENT;;25.23.15-50.99;szt;"insert into stany_mag (1,2227,'szt',0,0,0,'Listwa  8/2,5m EXELENT','szt');"
1;2228;szt;1;0;5,22;Ostrze do zdzieraka 140x40mm;;;szt;"insert into stany_mag (1,2228,'szt',1,0,5,22,'Ostrze do zdzieraka 140x40mm','szt');"
1;2229;szt;0;0;0;Drzwi Skrzyd³o pe³ne 90;;;szt;"insert into stany_mag (1,2229,'szt',0,0,0,'Drzwi Skrzyd³o pe³ne 90','szt');"
1;223;m2;0;0;0;Blacha Dachówkowa Powlekana;;27.10.40-97.00;m2;"insert into stany_mag (1,223,'m2',0,0,0,'Blacha Dachówkowa Powlekana','m2');"
1;2230;szt;0;0;0;Amst. Profil przyœcienny 3050 mm;;;szt;"insert into stany_mag (1,2230,'szt',0,0,0,'Amst. Profil przyœcienny 3050 mm','szt');"
1;2231;szt;0;0;0;Amst. Profil poprzeczny prelude 38/1200mm;;;szt;"insert into stany_mag (1,2231,'szt',0,0,0,'Amst. Profil poprzeczny prelude 38/1200mm','szt');"
1;2232;szt;0;0;0;Amst.Profil poprzeczny prelude 24TLXlite;;;szt;"insert into stany_mag (1,2232,'szt',0,0,0,'Amst.Profil poprzeczny prelude 24TLXlite','szt');"
1;2233;szt;0;0;0;Amst. Drut z oczkiem 500mm;;;szt;"insert into stany_mag (1,2233,'szt',0,0,0,'Amst. Drut z oczkiem 500mm','szt');"
1;2234;m2;0;0;0;Amst.Sufit Sofit A24 15/600/600;;23.99.19.0;m2;"insert into stany_mag (1,2234,'m2',0,0,0,'Amst.Sufit Sofit A24 15/600/600','m2');"
1;2235;szt;2;0;14,26;Szczotka do CU fi 28;;;szt;"insert into stany_mag (1,2235,'szt',2,0,14,26,'Szczotka do CU fi 28','szt');"
1;2236;szt;2;0;16,72;Otwornica do glazury 20-90mm;;;szt;"insert into stany_mag (1,2236,'szt',2,0,16,72,'Otwornica do glazury 20-90mm','szt');"
1;2237;szt;4;0;45,97;Miara zw. nylon 7,5m x 25 mm;;;szt;"insert into stany_mag (1,2237,'szt',4,0,45,97,'Miara zw. nylon 7,5m x 25 mm','szt');"
1;2238;m2;0;0;0;Papa V-70 S37;;23.99.12.0;m2;"insert into stany_mag (1,2238,'m2',0,0,0,'Papa V-70 S37','m2');"
1;2239;m2;0;0;0;Papa V-70 S42;;23.99.12.0;m2;"insert into stany_mag (1,2239,'m2',0,0,0,'Papa V-70 S42','m2');"
1;224;szt;0;0;0;El. Budow. G¹sior dach. powlekany;;28.11.23-50.3;szt;"insert into stany_mag (1,224,'szt',0,0,0,'El. Budow. G¹sior dach. powlekany','szt');"
1;2240;m2;0;0;0;Papa asf P/100/1600;;23.99.12.0;m2;"insert into stany_mag (1,2240,'m2',0,0,0,'Papa asf P/100/1600','m2');"
1;2241;szt;0;0;0;Krasiccy ECO-SAM st.#180/330 54/40-4mb;;;szt;"insert into stany_mag (1,2241,'szt',0,0,0,'Krasiccy ECO-SAM st.#180/330 54/40-4mb','szt');"
1;2242;szt;0;0;0;Krasiccy ECO-SAM St.#180/330 54/40-1mb;;;szt;"insert into stany_mag (1,2242,'szt',0,0,0,'Krasiccy ECO-SAM St.#180/330 54/40-1mb','szt');"
1;2243;mb;0;0;0;Bryza rynna dachowa 150/4;;;mb;"insert into stany_mag (1,2243,'mb',0,0,0,'Bryza rynna dachowa 150/4','mb');"
1;2244;mb;0;0;0;Bryza rynna dachowa 150/3;;;mb;"insert into stany_mag (1,2244,'mb',0,0,0,'Bryza rynna dachowa 150/3','mb');"
1;2245;szt;0;0;0;Bryza z³¹czka rynnowa 150;;;szt;"insert into stany_mag (1,2245,'szt',0,0,0,'Bryza z³¹czka rynnowa 150','szt');"
1;2246;szt;0;0;0;Bryza naro¿.zew.150;;;szt;"insert into stany_mag (1,2246,'szt',0,0,0,'Bryza naro¿.zew.150','szt');"
1;2247;szt;0;0;0;Bryza uchwyt rynnowy 150;;;szt;"insert into stany_mag (1,2247,'szt',0,0,0,'Bryza uchwyt rynnowy 150','szt');"
1;2248;szt;2;0;26,96;ŒN EM Chlor popiel emalia 1l;;24.30.12-70.31;szt;"insert into stany_mag (1,2248,'szt',2,0,26,96,'ŒN EM Chlor popiel emalia 1l','szt');"
1;2249;szt;0;0;0;Rozp. chloroka³czukwy 5l;;;szt;"insert into stany_mag (1,2249,'szt',0,0,0,'Rozp. chloroka³czukwy 5l','szt');"
1;225;mb;0;0;0;El. Budowl. Wiatrownica powlek.;;28.11.23-50.3;mb;"insert into stany_mag (1,225,'mb',0,0,0,'El. Budowl. Wiatrownica powlek.','mb');"
1;2250;szt;0;0;0;Farba Œnie¿ka ex. fasadowa 10 l;;24.30.11-50.16;szt;"insert into stany_mag (1,2250,'szt',0,0,0,'Farba Œnie¿ka ex. fasadowa 10 l','szt');"
1;2251;szt;9;0;123,84;Œn Urekor S farba podk³.czerw. 1l;;24.30.12-28.15;szt;"insert into stany_mag (1,2251,'szt',9,0,123,84,'Œn Urekor S farba podk³.czerw. 1l','szt');"
1;2252;szt;9;0;124,74;Œn Urekor S farba podk³. popiel 1l;;24.30.12-28.15;szt;"insert into stany_mag (1,2252,'szt',9,0,124,74,'Œn Urekor S farba podk³. popiel 1l','szt');"
1;2253;szt;1;0;8,32;Lakier olej.bezb. 1l;;24.30.12-28.11;szt;"insert into stany_mag (1,2253,'szt',1,0,8,32,'Lakier olej.bezb. 1l','szt');"
1;2254;szt;2;0;15,62;Lakier cel.podk³.bezb.1l Superlak;;24.30.12-71.54;szt;"insert into stany_mag (1,2254,'szt',2,0,15,62,'Lakier cel.podk³.bezb.1l Superlak','szt');"
1;2255;szt;7;0;40,83;Miara sk³adana bia³a 2m;;;szt;"insert into stany_mag (1,2255,'szt',7,0,40,83,'Miara sk³adana bia³a 2m','szt');"
1;2256;szt;4;0;25,96;Miara sk³adana bia³o-¿ó³a 2m;;;szt;"insert into stany_mag (1,2256,'szt',4,0,25,96,'Miara sk³adana bia³o-¿ó³a 2m','szt');"
1;2257;szt;2;0;143,4;£ata murarska z uchwytem i libe. 250cm;;;szt;"insert into stany_mag (1,2257,'szt',2,0,143,4,'£ata murarska z uchwytem i libe. 250cm','szt');"
1;2258;szt;0;0;0;£ata murarska zuchw.ilib. 300cm;;;szt;"insert into stany_mag (1,2258,'szt',0,0,0,'£ata murarska zuchw.ilib. 300cm','szt');"
1;2259;szt;1;0;12,07;Paca nierdz.har.380;;;szt;"insert into stany_mag (1,2259,'szt',1,0,12,07,'Paca nierdz.har.380','szt');"
1;226;szt;0;0;0;Wkrêt Farmerski powlekany;;;szt;"insert into stany_mag (1,226,'szt',0,0,0,'Wkrêt Farmerski powlekany','szt');"
1;2260;szt;1;0;1,6;Fugownica 150mm;;;szt;"insert into stany_mag (1,2260,'szt',1,0,1,6,'Fugownica 150mm','szt');"
1;2261;szt;5;0;6,55;Fugownica 200mm;;;szt;"insert into stany_mag (1,2261,'szt',5,0,6,55,'Fugownica 200mm','szt');"
1;2262;szt;2;0;6,6;Fugowica 300mm;;;szt;"insert into stany_mag (1,2262,'szt',2,0,6,6,'Fugowica 300mm','szt');"
1;2263;szt;0;0;0;Trzon do kilofa;;;szt;"insert into stany_mag (1,2263,'szt',0,0,0,'Trzon do kilofa','szt');"
1;2264;szt;0;0;0;Akrylux krem-be¿owy em.akr. 0,5L;;24.30.11-50.10;szt;"insert into stany_mag (1,2264,'szt',0,0,0,'Akrylux krem-be¿owy em.akr. 0,5L','szt');"
1;2265;szt;3;0;45,87;Œn Supermal akr.bia³a luks. 0,8 L;;;szt;"insert into stany_mag (1,2265,'szt',3,0,45,87,'Œn Supermal akr.bia³a luks. 0,8 L','szt');"
1;2266;szt;20;0;258,8;Dyka Wywiewka PP 110;;22.21.29-70;szt;"insert into stany_mag (1,2266,'szt',20,0,258,8,'Dyka Wywiewka PP 110','szt');"
1;2267;szt;3;0;33,36;Dyka Wywiewka PP 50;;22.21.29-70;szt;"insert into stany_mag (1,2267,'szt',3,0,33,36,'Dyka Wywiewka PP 50','szt');"
1;2268;szt;3;0;35,76;Dyka Wywiewka PP 75;;22.21.29-70;szt;"insert into stany_mag (1,2268,'szt',3,0,35,76,'Dyka Wywiewka PP 75','szt');"
1;2269;szt;8;0;73,52;Met. Wylewka oc. 100;;28.75.27-37.27;szt;"insert into stany_mag (1,2269,'szt',8,0,73,52,'Met. Wylewka oc. 100','szt');"
1;227;kg;0;0;0;Bumakryl  512  K 2.5;;;kg;"insert into stany_mag (1,227,'kg',0,0,0,'Bumakryl  512  K 2.5','kg');"
1;2270;szt;24;0;92,4;Met. Uchwyt do rury;;28.74.27-37.42;szt;"insert into stany_mag (1,2270,'szt',24,0,92,4,'Met. Uchwyt do rury','szt');"
1;2271;mb;0;0;0;Met.Rynna oc 80;;28.75.27-37.23;mb;"insert into stany_mag (1,2271,'mb',0,0,0,'Met.Rynna oc 80','mb');"
1;2272;szt;0;0;0;Met. Rynna z denkim oc. 80;;28.75.27-37.23;szt;"insert into stany_mag (1,2272,'szt',0,0,0,'Met. Rynna z denkim oc. 80','szt');"
1;2273;mb;0;0;0;Met. Rura oc. 60;;28.11.10-34.33;mb;"insert into stany_mag (1,2273,'mb',0,0,0,'Met. Rura oc. 60','mb');"
1;2274;szt;0;0;0;Met. Rynna ze sztucerem oc.80;;28.75.27-37.23;szt;"insert into stany_mag (1,2274,'szt',0,0,0,'Met. Rynna ze sztucerem oc.80','szt');"
1;2275;szt;0;0;0;Met. Wylewka oc. 60;;28.75.27-37.27;szt;"insert into stany_mag (1,2275,'szt',0,0,0,'Met. Wylewka oc. 60','szt');"
1;2276;szt;0;0;0;Wy³az dachowy Velta  025 1000;;;szt;"insert into stany_mag (1,2276,'szt',0,0,0,'Wy³az dachowy Velta  025 1000','szt');"
1;2277;szt;0;0;0;Dyka Geow³óknina 180g/m2 1m x50m;;13.95.10-70;szt;"insert into stany_mag (1,2277,'szt',0,0,0,'Dyka Geow³óknina 180g/m2 1m x50m','szt');"
1;2278;szt;0;0;0;Lepik do klejenia 20l;;23.20.32-00.43;szt;"insert into stany_mag (1,2278,'szt',0,0,0,'Lepik do klejenia 20l','szt');"
1;2279;L;20;0;153,8;Farba elewacyjna silikonowa 5 l;;;L;"insert into stany_mag (1,2279,'L',20,0,153,8,'Farba elewacyjna silikonowa 5 l','L');"
1;228;kg;0;0;0;Bumagrunt pigmentowany 512;;;kg;"insert into stany_mag (1,228,'kg',0,0,0,'Bumagrunt pigmentowany 512','kg');"
1;2280;100 szt;0;0;0;Ko³ek 6x40 wbijany met.;;;100 szt;"insert into stany_mag (1,2280,'100 szt',0,0,0,'Ko³ek 6x40 wbijany met.','100 szt');"
1;2281;100 szt;0,13;0;1,23;Ko³ek 6x60 klucz 10;;;100 szt;"insert into stany_mag (1,2281,'100 szt',0,13,0,1,23,'Ko³ek 6x60 klucz 10','100 szt');"
1;2282;100 szt;1,04;0;11,33;Ko³ek 6x70 klucz 10;;;100 szt;"insert into stany_mag (1,2282,'100 szt',1,04,0,11,33,'Ko³ek 6x70 klucz 10','100 szt');"
1;2283;100 szt;0,72;0;8,27;Ko³ek 6x80 klucz 10;;;100 szt;"insert into stany_mag (1,2283,'100 szt',0,72,0,8,27,'Ko³ek 6x80 klucz 10','100 szt');"
1;2284;100 szt;0,1;0;1,22;Ko³ek 6x90 klucz 10;;;100 szt;"insert into stany_mag (1,2284,'100 szt',0,1,0,1,22,'Ko³ek 6x90 klucz 10','100 szt');"
1;2285;100 szt;1,06;0;17,23;Ko³ek 6x100 klucz 10;;;100 szt;"insert into stany_mag (1,2285,'100 szt',1,06,0,17,23,'Ko³ek 6x100 klucz 10','100 szt');"
1;2286;szt;0;0;0;P³yta OSB#18 Spano;;;szt;"insert into stany_mag (1,2286,'szt',0,0,0,'P³yta OSB#18 Spano','szt');"
1;2287;szt;21;0;105;Paleta Ytong;;;szt;"insert into stany_mag (1,2287,'szt',21,0,105,'Paleta Ytong','szt');"
1;2288;szt;0;0;0;Ytong  11,5x20x60;;;szt;"insert into stany_mag (1,2288,'szt',0,0,0,'Ytong  11,5x20x60','szt');"
1;2289;szt;79;0;212,51;Ytong 7,5x20x60;;;szt;"insert into stany_mag (1,2289,'szt',79,0,212,51,'Ytong 7,5x20x60','szt');"
1;229;szt;0;0;0;K¹townik al. z siatka z w³ókna szklanego K2, S-16,6;;;szt;"insert into stany_mag (1,229,'szt',0,0,0,'K¹townik al. z siatka z w³ókna szklanego K2, S-16,6','szt');"
1;2290;szt;2;0;3,7;Ytong 5x20x60;;;szt;"insert into stany_mag (1,2290,'szt',2,0,3,7,'Ytong 5x20x60','szt');"
1;2291;szt;5;0;60,15;Kot.ogrod. wbijana 71x71x750;;;szt;"insert into stany_mag (1,2291,'szt',5,0,60,15,'Kot.ogrod. wbijana 71x71x750','szt');"
1;2292;szt;0;0;0;Lakierobejca mahoñ szlach. 1l Œn;;;szt;"insert into stany_mag (1,2292,'szt',0,0,0,'Lakierobejca mahoñ szlach. 1l Œn','szt');"
1;2293;szt;4;0;5,76;Szczotka druciana 5 rzêdowa;;;szt;"insert into stany_mag (1,2293,'szt',4,0,5,76,'Szczotka druciana 5 rzêdowa','szt');"
1;2294;szt;2;0;2,36;Szczotka druciana 4 rzedowa;;;szt;"insert into stany_mag (1,2294,'szt',2,0,2,36,'Szczotka druciana 4 rzedowa','szt');"
1;2295;szt;1;0;21,97;Kilof oprawiony;;;szt;"insert into stany_mag (1,2295,'szt',1,0,21,97,'Kilof oprawiony','szt');"
1;2296;szt;1;0;7,32;Nó¿ do szk³a diamentowy;;;szt;"insert into stany_mag (1,2296,'szt',1,0,7,32,'Nó¿ do szk³a diamentowy','szt');"
1;2297;szt;0;0;0;Przecinak z gum¹;;;szt;"insert into stany_mag (1,2297,'szt',0,0,0,'Przecinak z gum¹','szt');"
1;2298;szt;0;0;0;Budmat Rynna 3m #150;;;szt;"insert into stany_mag (1,2298,'szt',0,0,0,'Budmat Rynna 3m #150','szt');"
1;2299;szt;0;0;0;Budmat £¹cznik rynny #150;;;szt;"insert into stany_mag (1,2299,'szt',0,0,0,'Budmat £¹cznik rynny #150','szt');"
1;23;M3;0;3;0;P³yty FS-15#50;;25.21.41-20.00;M3;"insert into stany_mag (1,23,'M3',0,3,0,'P³yty FS-15#50','M3');"
1;230;kg;0;0;0;Tynk Permuro s.p. 2 mm  RAL 7038;;24.30.22-60.31;kg;"insert into stany_mag (1,230,'kg',0,0,0,'Tynk Permuro s.p. 2 mm  RAL 7038','kg');"
1;2300;szt;0;0;0;Budmat Denko rynny #150;;;szt;"insert into stany_mag (1,2300,'szt',0,0,0,'Budmat Denko rynny #150','szt');"
1;2301;szt;0;0;0;Budmat Hak rynnowy dokrokwiowy #150;;;szt;"insert into stany_mag (1,2301,'szt',0,0,0,'Budmat Hak rynnowy dokrokwiowy #150','szt');"
1;2302;szt;0;0;0;Budmat Sztucer #150/100;;;szt;"insert into stany_mag (1,2302,'szt',0,0,0,'Budmat Sztucer #150/100','szt');"
1;2303;m2;535,5;0;771,75;Membrana dachowa 1300;;;m2;"insert into stany_mag (1,2303,'m2',535,5,0,771,75,'Membrana dachowa 1300','m2');"
1;2304;szt;0;0;0;Budmat Hak dokrokwiowy #150 d³;;;szt;"insert into stany_mag (1,2304,'szt',0,0,0,'Budmat Hak dokrokwiowy #150 d³','szt');"
1;2305;100 szt;1,42;0;33,88;Ko³ek SM-10x80;;;100 szt;"insert into stany_mag (1,2305,'100 szt',1,42,0,33,88,'Ko³ek SM-10x80','100 szt');"
1;2306;100 szt;1,79;0;45,04;Ko³ek SM-10x100;;;100 szt;"insert into stany_mag (1,2306,'100 szt',1,79,0,45,04,'Ko³ek SM-10x100','100 szt');"
1;2307;100 szt;1,7;0;51,97;Ko³ek SM-10x120;;;100 szt;"insert into stany_mag (1,2307,'100 szt',1,7,0,51,97,'Ko³ek SM-10x120','100 szt');"
1;2308;100 szt;0,01;0;0,61;Koszulka ramowa  KPR16x160;;;100 szt;"insert into stany_mag (1,2308,'100 szt',0,01,0,0,61,'Koszulka ramowa  KPR16x160','100 szt');"
1;2309;szt;0;0;0;Krasiccy ECO-SAM st.#180/500 54/40-4BM;;;szt;"insert into stany_mag (1,2309,'szt',0,0,0,'Krasiccy ECO-SAM st.#180/500 54/40-4BM','szt');"
1;231;kg;0;0;0;Tynk Grandeco  600;;24.30.22-60.39;kg;"insert into stany_mag (1,231,'kg',0,0,0,'Tynk Grandeco  600','kg');"
1;2310;szt;0;0;0;Krasiccy ECO-SAM st.#180/500 54/40-1MB;;;szt;"insert into stany_mag (1,2310,'szt',0,0,0,'Krasiccy ECO-SAM st.#180/500 54/40-1MB','szt');"
1;2311;szt;1;0;541,03;Drzwi skrz.Jowisz 2 90 wejœæ.;;;szt;"insert into stany_mag (1,2311,'szt',1,0,541,03,'Drzwi skrz.Jowisz 2 90 wejœæ.','szt');"
1;2312;szt;1;0;162,9;Drzwi oœci¿. Jowisz sta³e 90;;;szt;"insert into stany_mag (1,2312,'szt',1,0,162,9,'Drzwi oœci¿. Jowisz sta³e 90','szt');"
1;2313;szt;1;0;30,43;Drzwi próg STD 90;;;szt;"insert into stany_mag (1,2313,'szt',1,0,30,43,'Drzwi próg STD 90','szt');"
1;2314;mb;40;0;146;Bryza Rynna 75/4;;;mb;"insert into stany_mag (1,2314,'mb',40,0,146,'Bryza Rynna 75/4','mb');"
1;2315;mb;15;0;54,75;Bryza rynna 75/3;;;mb;"insert into stany_mag (1,2315,'mb',15,0,54,75,'Bryza rynna 75/3','mb');"
1;2316;szt;17;0;93,67;Bryza z³¹czka rynny 75;;;szt;"insert into stany_mag (1,2316,'szt',17,0,93,67,'Bryza z³¹czka rynny 75','szt');"
1;2317;szt;18;0;144,64;Bryza lej spustowy 75/63;;;szt;"insert into stany_mag (1,2317,'szt',18,0,144,64,'Bryza lej spustowy 75/63','szt');"
1;2318;szt;4;0;32;Bryza naro¿nik 75;;;szt;"insert into stany_mag (1,2318,'szt',4,0,32,'Bryza naro¿nik 75','szt');"
1;2319;szt;28;0;68,32;Bryza uchwyt rynny 75;;;szt;"insert into stany_mag (1,2319,'szt',28,0,68,32,'Bryza uchwyt rynny 75','szt');"
1;232;kg;0;0;0;G³adz tynkarska extra bia³a 25 kg;;26.64.10-00.19;kg;"insert into stany_mag (1,232,'kg',0,0,0,'G³adz tynkarska extra bia³a 25 kg','kg');"
1;2320;szt;30;0;73,78;Bryza denko rynny 75;;;szt;"insert into stany_mag (1,2320,'szt',30,0,73,78,'Bryza denko rynny 75','szt');"
1;2321;szt;40;0;220,4;Bryza rura spustowa 63/4;;;szt;"insert into stany_mag (1,2321,'szt',40,0,220,4,'Bryza rura spustowa 63/4','szt');"
1;2322;szt;29;0;162,04;Bryza kolanko 63;;;szt;"insert into stany_mag (1,2322,'szt',29,0,162,04,'Bryza kolanko 63','szt');"
1;2323;szt;36;0;88,35;Bryza obejma rury 63;;;szt;"insert into stany_mag (1,2323,'szt',36,0,88,35,'Bryza obejma rury 63','szt');"
1;2324;szt;44;0;117,08;Bryza hak obejmy L160;;;szt;"insert into stany_mag (1,2324,'szt',44,0,117,08,'Bryza hak obejmy L160','szt');"
1;2325;szt;3;0;349,26;Œn EM Chlor czer. tl. em. 10l;;;szt;"insert into stany_mag (1,2325,'szt',3,0,349,26,'Œn EM Chlor czer. tl. em. 10l','szt');"
1;2326;szt;5;0;99,7;Œn Na Dach br¹z c. 0,75 l;;;szt;"insert into stany_mag (1,2326,'szt',5,0,99,7,'Œn Na Dach br¹z c. 0,75 l','szt');"
1;2327;m2;0;0;0;Blachodachówka ZEFIR mat;;;m2;"insert into stany_mag (1,2327,'m2',0,0,0,'Blachodachówka ZEFIR mat','m2');"
1;2328;szt;8;0;38,19;Midas Listwa Borck 29 mm al.1-12102-01-090;;25.11.23.0;szt;"insert into stany_mag (1,2328,'szt',8,0,38,19,'Midas Listwa Borck 29 mm al.1-12102-01-090','szt');"
1;2329;szt;7;0;33,34;Midas Listwa Borck 29 mm al. 1-12102-03-090;;25.11.23.0;szt;"insert into stany_mag (1,2329,'szt',7,0,33,34,'Midas Listwa Borck 29 mm al. 1-12102-03-090','szt');"
1;233;opk.;0;0;0;Klej gipsowy T 20 kg do p³yt gipsowych;;26.53.10-00;opk.;"insert into stany_mag (1,233,'opk.',0,0,0,'Klej gipsowy T 20 kg do p³yt gipsowych','opk.');"
1;2330;szt;11;0;48,94;Midas Listwa przypodlogowa al. 1-12103-01-090;;25.11.23.0;szt;"insert into stany_mag (1,2330,'szt',11,0,48,94,'Midas Listwa przypodlogowa al. 1-12103-01-090','szt');"
1;2331;szt;8;0;34,48;Midas Listwa Borck 29mm ALU  1-12103-03-090;;25.11.23.0;szt;"insert into stany_mag (1,2331,'szt',8,0,34,48,'Midas Listwa Borck 29mm ALU  1-12103-03-090','szt');"
