unique_identifier,baseline_bottom,baseline_top,baselinepos_min,baselinepos_mid,baselinepos_max,l0,l1,l2,l3,l4,level,segment,lcm,aut_min_Y1,aut_min_Y2,aut_min_Y3,aut_mid_Y1,aut_mid_Y2,aut_mid_Y3,aut_max_Y1,aut_max_Y2,aut_max_Y3,aut_min_Y1_q,aut_min_Y2_q,aut_min_Y3_q,aut_mid_Y1_q,aut_mid_Y2_q,aut_mid_Y3_q,aut_max_Y1_q,aut_max_Y2_q,aut_max_Y3_q,lcm_or_aut,lcm_max,lcm_mid,lcm_min,lcm_min_Y1,lcm_min_Y2,lcm_min_Y3,lcm_mid_Y1,lcm_mid_Y2,lcm_mid_Y3,lcm_max_Y1,lcm_max_Y2,lcm_max_Y3,autorlcm_min_Y1,autorlcm_min_Y2,autorlcm_min_Y3,autorlcm_mid_Y1,autorlcm_mid_Y2,autorlcm_mid_Y3,autorlcm_max_Y1,autorlcm_max_Y2,autorlcm_max_Y3,pro_min_Y0,pro_min_Y1,pro_min_Y2,pro_min_Y3,pro_mid_Y0,pro_mid_Y1,pro_mid_Y2,pro_mid_Y3,pro_max_Y0,pro_max_Y1,pro_max_Y2,pro_max_Y3,out_considered_min,out_considered_mid,out_considered_max,out_yesno,out_year_min,out_year_mid,out_year_max,out_quarter_min,out_quarter_mid,out_quarter_max,hire_min_Y1,hire_mid_Y1,hire_max_Y1,hire_min_Y2,hire_mid_Y2,hire_max_Y2,hire_min_Y3,hire_mid_Y3,hire_max_Y3,exit_min_Y1,exit_mid_Y1,exit_max_Y1,exit_min_Y2,exit_mid_Y2,exit_max_Y2,exit_min_Y3,exit_mid_Y3,exit_max_Y3,driver_group,baseline_mid,dd_min_Y0,dd_min_Y1,dd_min_Y2,dd_min_Y3,dd_mid_Y0,dd_mid_Y1,dd_mid_Y2,dd_mid_Y3,dd_max_Y0,dd_max_Y1,dd_max_Y2,dd_max_Y3
496,5,5,0.25,0.6,0.99,Technology and Operations,Corporate Analytics and Data,All,Analytics Demand Management,Business Metadata,4,Critical,0.19,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,1,1,1,1,1,1,1,1,1,aut,0.81,0.886,0.943,0.981,0.962,0.943,0.962,0.924,0.886,0.943,0.867,0.81,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,stcsub,5,1,2,3,4,1,2,3,4,1,2,3,4
497,5,5,0.25,0.6,0.99,Technology and Operations,Corporate Analytics and Data,All,Analytics Demand Management,Business Units Demand,4,Critical,0.19,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,1,1,1,1,1,1,1,1,1,aut,0.81,0.886,0.943,0.981,0.962,0.943,0.962,0.924,0.886,0.943,0.867,0.81,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,stcsub,5,1,2,3,4,1,2,3,4,1,2,3,4
498,5,5,0.25,0.6,0.99,Technology and Operations,Corporate Analytics and Data,All,Analytics Demand Management,Functional Units Demand,4,Critical,0.18,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,1,1,1,1,1,1,1,1,1,aut,0.82,0.892,0.946,0.982,0.964,0.946,0.964,0.928,0.892,0.946,0.874,0.82,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,whorev,5,1,1.066666667,1.1,6.666666667,1,1.066666667,1.1,1.133333333,1,1.066666667,1.1,1.133333333
1569,1,1,0.25,0.6,0.99,Technology and Operations,Corporate Analytics and Data,Advanced Analytics,N/A,N/A,NA,NA,1,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,1,1,1,1,1,1,1,1,1,aut,1,1,1,1,1,1,1,1,1,1,1,1,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,conrev,1,1,1.1,1.15,1.2,1,1.1,1.15,1.2,1,1.1,1.15,1.2
499,7,11,0.25,0.6,0.99,Technology and Operations,Corporate Analytics and Data,Advanced Analytics,Analytics Innovation,N/A,3,Critical,0.19,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,1,1,1,1,1,1,1,1,1,aut,0.81,0.886,0.943,0.981,0.962,0.943,0.962,0.924,0.886,0.943,0.867,0.81,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,stcsub,9,1,2,3,4,1,2,3,4,1,2,3,4
500,7,11,0.25,0.6,0.99,Technology and Operations,Corporate Analytics and Data,Advanced Analytics,Analytics Insight,N/A,3,Critical,0.21,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,1,1,1,1,1,1,1,1,1,aut,0.79,0.874,0.937,0.979,0.958,0.937,0.958,0.916,0.874,0.937,0.853,0.79,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,conrev,9,1,1.1,1.15,1.2,1,1.1,1.15,1.2,1,1.1,1.15,1.2
501,2,2,0.25,0.6,0.99,Technology and Operations,Corporate Analytics and Data,Corporate Analytics Governance,N/A,N/A,2,NA,1,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,1,1,1,1,1,1,1,1,1,aut,1,1,1,1,1,1,1,1,1,1,1,1,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,conrev,2,1,1.1,1.15,1.2,1,1.1,1.15,1.2,1,1.1,1.15,1.2
502,4,4,0.25,0.6,0.99,Technology and Operations,Corporate Analytics and Data,Corporate Analytics Governance,Analytics Policies & Procedures,N/A,3,Specialist,0.67,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,1,1,1,1,1,1,1,1,1,aut,0.33,0.598,0.799,0.933,0.866,0.799,0.866,0.732,0.598,0.799,0.531,0.33,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,whorev,4,1,1.066666667,1.1,6.666666667,1,1.066666667,1.1,1.133333333,1,1.066666667,1.1,1.133333333
503,1,1,0.25,0.6,0.99,Technology and Operations,Corporate Analytics and Data,Corporate Analytics Governance,Data Stewardship and Quality,N/A,3,NA,1,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,1,1,1,1,1,1,1,1,1,aut,1,1,1,1,1,1,1,1,1,1,1,1,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,whorev,1,1,1.066666667,1.1,6.666666667,1,1.066666667,1.1,1.133333333,1,1.066666667,1.1,1.133333333
504,6,6,0.25,0.6,0.99,Technology and Operations,Corporate Analytics and Data,Corporate Analytics Governance,Data Stewardship and Quality,Data Quality,4,Critical,0.68,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,1,1,1,1,1,1,1,1,1,aut,0.32,0.592,0.796,0.932,0.864,0.796,0.864,0.728,0.592,0.796,0.524,0.32,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,stcsub,6,1,2,3,4,1,2,3,4,1,2,3,4
505,6,6,0.25,0.6,0.99,Technology and Operations,Corporate Analytics and Data,Corporate Analytics Governance,Data Stewardship and Quality,Data Stewardship Program,4,Critical,0.69,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,1,1,1,1,1,1,1,1,1,aut,0.31,0.586,0.793,0.931,0.862,0.793,0.862,0.724,0.586,0.793,0.517,0.31,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,headcount,6,1,1.318391569,1.58704149,3.216166164,1,1.318391569,1.58704149,3.905861087,1,1.318391569,1.58704149,1.85569141
1573,1,1,0.25,0.6,0.99,Technology and Operations,Enterprise Architecture,N/A,N/A,N/A,NA,NA,1,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,1,1,1,1,1,1,1,1,1,aut,1,1,1,1,1,1,1,1,1,1,1,1,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,headcount,1,1,1.318391569,1.58704149,3.216166164,1,1.318391569,1.58704149,3.905861087,1,1.318391569,1.58704149,1.85569141
1570,1,1,0.25,0.6,0.99,Technology and Operations,Enterprise Architecture,Assets & Governance,N/A,N/A,NA,NA,1,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,1,1,1,1,1,1,1,1,1,aut,1,1,1,1,1,1,1,1,1,1,1,1,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,conrev,1,1,1.1,1.15,1.2,1,1.1,1.15,1.2,1,1.1,1.15,1.2
506,3,4,0.25,0.6,0.99,Technology and Operations,Enterprise Architecture,Assets & Governance,Asset Management & Monitoring Solutions,Asset & License Management,4,Support,0.2,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,1,1,1,1,1,1,1,1,1,aut,0.8,0.88,0.94,0.98,0.96,0.94,0.96,0.92,0.88,0.94,0.86,0.8,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,conrev,3.5,1,1.1,1.15,1.2,1,1.1,1.15,1.2,1,1.1,1.15,1.2
507,3,4,0.25,0.6,0.99,Technology and Operations,Enterprise Architecture,Assets & Governance,Asset Management & Monitoring Solutions,Infrastructure Perform. & Capacity Mgmt.,4,Critical,0.15,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,1,1,1,1,1,1,1,1,1,aut,0.85,0.91,0.955,0.985,0.97,0.955,0.97,0.94,0.91,0.955,0.895,0.85,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,headcount,3.5,1,1.318391569,1.58704149,3.216166164,1,1.318391569,1.58704149,3.905861087,1,1.318391569,1.58704149,1.85569141
508,4,5,0.25,0.6,0.99,Technology and Operations,Enterprise Architecture,Assets & Governance,Asset Management & Monitoring Solutions,IT Monitoring & Management Solutions,4,Support,0.4,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,1,1,1,1,1,1,1,1,1,aut,0.6,0.76,0.88,0.96,0.92,0.88,0.92,0.84,0.76,0.88,0.72,0.6,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,whorev,4.5,1,1.066666667,1.1,6.666666667,1,1.066666667,1.1,1.133333333,1,1.066666667,1.1,1.133333333
509,4,5,0.25,0.6,0.99,Technology and Operations,Enterprise Architecture,Assets & Governance,Compliance & Reporting,N/A,3,Specialist,0.27,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,1,1,1,1,1,1,1,1,1,aut,0.73,0.838,0.919,0.973,0.946,0.919,0.946,0.892,0.838,0.919,0.811,0.73,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,conrev,4.5,1,1.1,1.15,1.2,1,1.1,1.15,1.2,1,1.1,1.15,1.2
1571,1,1,0.25,0.6,0.99,Technology and Operations,Enterprise Architecture,Strategic & Financial Planning,N/A,N/A,NA,NA,1,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,1,1,1,1,1,1,1,1,1,aut,1,1,1,1,1,1,1,1,1,1,1,1,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,conrev,1,1,1.1,1.15,1.2,1,1.1,1.15,1.2,1,1.1,1.15,1.2
510,6,7,0.25,0.6,0.99,Technology and Operations,Enterprise Architecture,Strategic & Financial Planning,Financial Planning & Control,Financial Planning & Budgeting,4,Support,0.17,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,1,1,1,1,1,1,1,1,1,aut,0.83,0.898,0.949,0.983,0.966,0.949,0.966,0.932,0.898,0.949,0.881,0.83,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,headcount,6.5,1,1.318391569,1.58704149,3.216166164,1,1.318391569,1.58704149,3.905861087,1,1.318391569,1.58704149,1.85569141
511,6,7,0.25,0.6,0.99,Technology and Operations,Enterprise Architecture,Strategic & Financial Planning,Financial Planning & Control,Strategic Planning & Performance Management,4,Support,0.18,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,1,1,1,1,1,1,1,1,1,aut,0.82,0.892,0.946,0.982,0.964,0.946,0.964,0.928,0.892,0.946,0.874,0.82,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,conrev,6.5,1,1.1,1.15,1.2,1,1.1,1.15,1.2,1,1.1,1.15,1.2
512,3,4,0.25,0.6,0.99,Technology and Operations,Enterprise Architecture,Strategic & Financial Planning,Financial Planning & Control,Vendor & Projects Management,4,Support,0.15,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,1,1,1,1,1,1,1,1,1,aut,0.85,0.91,0.955,0.985,0.97,0.955,0.97,0.94,0.91,0.955,0.895,0.85,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,stcsub,3.5,1,2,3,4,1,2,3,4,1,2,3,4
513,3,4,0.25,0.6,0.99,Technology and Operations,Enterprise Architecture,Strategic & Financial Planning,Strategic Planning,Core Network Strategic Planning,4,Critical,0.11,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,1,1,1,1,1,1,1,1,1,aut,0.89,0.934,0.967,0.989,0.978,0.967,0.978,0.956,0.934,0.967,0.923,0.89,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,entrev,3.5,1,1.2,1.3,1.4,1,1.2,1.3,8.333333333,1,1.2,1.3,1.4
514,3,4,0.25,0.6,0.99,Technology and Operations,Enterprise Architecture,Strategic & Financial Planning,Strategic Planning,Fixed & Transport Strategic Planning,4,Critical,0.67,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,1,1,1,1,1,1,1,1,1,aut,0.33,0.598,0.799,0.933,0.866,0.799,0.866,0.732,0.598,0.799,0.531,0.33,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,conrev,3.5,1,1.1,1.15,1.2,1,1.1,1.15,1.2,1,1.1,1.15,1.2
515,3,4,0.25,0.6,0.99,Technology and Operations,Enterprise Architecture,Strategic & Financial Planning,Strategic Planning,Technology Roadmap & Network Architecture,4,Critical,0.13,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,1,1,1,1,1,1,1,1,1,aut,0.87,0.922,0.961,0.987,0.974,0.961,0.974,0.948,0.922,0.961,0.909,0.87,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,conrev,3.5,1,1.1,1.15,1.2,1,1.1,1.15,1.2,1,1.1,1.15,1.2
516,3,4,0.25,0.6,0.99,Technology and Operations,Enterprise Architecture,Strategic & Financial Planning,Strategic Planning,Wireless Access Strategic Planning,4,Critical,0.17,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,1,1,1,1,1,1,1,1,1,aut,0.83,0.898,0.949,0.983,0.966,0.949,0.966,0.932,0.898,0.949,0.881,0.83,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,conrev,3.5,1,1.1,1.15,1.2,1,1.1,1.15,1.2,1,1.1,1.15,1.2
1572,1,1,0.25,0.6,0.99,Technology and Operations,Enterprise Architecture,Technology Architecture,N/A,N/A,NA,NA,1,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,1,1,1,1,1,1,1,1,1,aut,1,1,1,1,1,1,1,1,1,1,1,1,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,entrev,1,1,1.2,1.3,1.4,1,1.2,1.3,8.333333333,1,1.2,1.3,1.4
517,2,3,0.25,0.6,0.99,Technology and Operations,Enterprise Architecture,Technology Architecture,Application Architecture,N/A,3,Critical,0.18,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,1,1,1,1,1,1,1,1,1,aut,0.82,0.892,0.946,0.982,0.964,0.946,0.964,0.928,0.892,0.946,0.874,0.82,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,whorev,2.5,1,1.066666667,1.1,6.666666667,1,1.066666667,1.1,1.133333333,1,1.066666667,1.1,1.133333333
1491,3,4,0.25,0.6,0.99,Technology and Operations,Enterprise Architecture,Technology Architecture,Application Architecture,Application Architecture Pool,NA,Critical,0.23,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,1,1,1,1,1,1,1,1,1,aut,0.77,0.862,0.931,0.977,0.954,0.931,0.954,0.908,0.862,0.931,0.839,0.77,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,whorev,3.5,1,1.066666667,1.1,6.666666667,1,1.066666667,1.1,1.133333333,1,1.066666667,1.1,1.133333333
1416,2,3,0.25,0.6,0.99,Technology and Operations,Enterprise Architecture,Technology Architecture,Cloud & Digital Platforms Architecture,N/A,NA,Critical,0.19,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,1,1,1,1,1,1,1,1,1,aut,0.81,0.886,0.943,0.981,0.962,0.943,0.962,0.924,0.886,0.943,0.867,0.81,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,headcount,2.5,1,1.318391569,1.58704149,3.216166164,1,1.318391569,1.58704149,3.905861087,1,1.318391569,1.58704149,1.85569141
1419,5,6,0.25,0.6,0.99,Technology and Operations,Enterprise Architecture,Technology Architecture,Cloud & Digital Platforms Architecture,Datacenters and Disaster Recovery,NA,Critical,0.27,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,1,1,1,1,1,1,1,1,1,aut,0.73,0.838,0.919,0.973,0.946,0.919,0.946,0.892,0.838,0.919,0.811,0.73,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,entrev,5.5,1,1.2,1.3,1.4,1,1.2,1.3,8.333333333,1,1.2,1.3,1.4
1418,3,4,0.25,0.6,0.99,Technology and Operations,Enterprise Architecture,Technology Architecture,Cloud & Digital Platforms Architecture,Network Architecture,NA,Critical,0.37,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,1,1,1,1,1,1,1,1,1,aut,0.63,0.778,0.889,0.963,0.926,0.889,0.926,0.852,0.778,0.889,0.741,0.63,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,whorev,3.5,1,1.066666667,1.1,6.666666667,1,1.066666667,1.1,1.133333333,1,1.066666667,1.1,1.133333333
1417,3,4,0.25,0.6,0.99,Technology and Operations,Enterprise Architecture,Technology Architecture,Cloud & Digital Platforms Architecture,Storage Architecture,NA,Critical,0.71,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,1,1,1,1,1,1,1,1,1,aut,0.29,0.574,0.787,0.929,0.858,0.787,0.858,0.716,0.574,0.787,0.503,0.29,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,conrev,3.5,1,1.1,1.15,1.2,1,1.1,1.15,1.2,1,1.1,1.15,1.2
